YEAR,ID,HRS1,HRS2,EVWORK,MARITAL,SIBS,CHILDS,AGE,PAEDUC,MAEDUC,SPEDUC,WORKHARD,OTHLANG
2008,1977,35,-1,0,3,8,3,60,97,8,97,0,2
2010,82,35,-1,0,1,3,4,88,12,8,12,2,2
2010,191,70,-1,0,2,1,0,48,18,18,97,1,2
2010,221,33,-1,0,1,2,2,41,16,18,18,0,2
2010,394,40,-1,0,5,3,0,43,97,12,97,4,1
2010,435,50,-1,0,5,2,0,26,12,12,97,1,2
2010,539,40,-1,0,1,3,3,35,12,12,16,3,2
2010,557,40,-1,0,1,1,2,47,16,12,16,3,1
2010,757,40,-1,0,3,3,0,42,12,12,97,0,2
2010,772,40,-1,0,1,6,3,45,16,12,14,0,2
2010,785,30,-1,0,1,6,3,53,12,10,10,0,2
2010,851,40,-1,0,1,12,2,44,8,8,8,4,1
2010,913,52,-1,0,1,6,2,43,12,12,14,0,2
2010,928,60,-1,0,1,4,2,62,12,12,12,2,2
2010,1004,24,-1,0,5,4,1,45,97,14,97,4,2
2010,1122,37,-1,0,3,0,0,62,11,12,97,1,2
2010,1144,40,-1,0,2,1,3,59,12,12,97,3,2
2010,1172,25,-1,0,1,2,4,51,11,11,14,3,2
2010,1204,40,-1,0,1,2,1,54,5,12,12,3,2
2010,1266,50,-1,0,1,4,4,43,12,12,16,1,2
2010,1322,40,-1,0,1,2,1,34,16,16,14,0,2
2010,1375,50,-1,0,3,2,1,38,5,8,97,2,2
2010,1689,41,-1,0,1,2,2,30,12,17,13,2,1
2010,1912,10,-1,0,3,7,2,61,98,98,97,1,2
2010,2004,40,-1,0,1,2,0,23,20,12,15,2,2
2012,16,53,-1,0,5,2,4,35,14,12,97,2,1
2012,40,40,-1,0,5,2,2,30,97,12,97,2,2
2012,41,40,-1,0,1,1,0,29,18,18,20,2,1
2012,128,48,-1,0,1,13,5,40,97,0,9,3,2
2012,201,8,-1,0,1,8,4,41,0,0,6,4,2
2012,215,36,-1,0,1,1,2,65,12,14,18,1,2
2012,446,50,-1,0,1,3,1,34,11,12,17,1,1
2012,675,42,-1,0,5,2,0,21,12,16,97,3,1
2012,699,16,-1,0,1,2,1,30,16,16,14,2,2
2012,901,49,-1,0,1,2,1,41,20,16,16,0,2
2012,1018,32,-1,0,5,1,0,34,18,16,97,2,1
2012,1038,40,-1,0,3,3,2,52,12,12,97,0,2
2012,1174,50,-1,0,3,8,1,56,6,10,97,0,2
2012,1264,40,-1,0,3,5,2,46,12,14,97,3,1
2012,1297,60,-1,0,1,6,2,54,10,20,11,2,1
2012,1469,44,-1,0,1,4,2,37,6,12,13,3,1
2012,1490,40,-1,0,3,1,2,36,98,12,97,0,2
2012,1590,24,-1,0,5,1,0,63,13,12,97,0,2
2012,1616,40,-1,0,5,4,0,33,6,6,97,0,2
2012,1632,40,-1,0,3,2,0,69,8,12,97,0,2
2012,1701,40,-1,0,1,1,2,31,12,14,14,0,2
2014,16,6,-1,0,1,3,3,56,6,12,14,4,1
2014,17,20,-1,0,3,6,3,51,12,12,97,3,1
2014,140,40,-1,0,1,1,2,57,18,18,16,0,1
2014,190,40,-1,0,5,1,0,31,97,9,97,1,2
2014,259,60,-1,0,3,2,1,43,18,20,97,2,1
2014,418,45,-1,0,1,1,0,35,18,18,17,0,1
2014,435,66,-1,0,1,7,0,41,97,15,12,0,2
2014,474,47,-1,0,5,2,0,24,98,98,97,0,2
2014,675,40,-1,0,1,4,4,33,98,11,10,1,1
2014,688,55,-1,0,5,4,1,57,12,97,97,2,2
2014,771,50,-1,0,5,1,0,31,14,17,97,3,1
2014,855,40,-1,0,1,7,0,29,16,12,14,2,2
2014,933,45,-1,0,5,4,0,37,16,18,97,0,2
2014,1044,40,-1,0,1,3,1,55,12,12,12,2,2
2014,1123,18,-1,0,5,7,0,26,16,16,97,1,1
2014,1236,60,-1,0,3,1,1,50,20,20,97,0,2
2014,1562,60,-1,0,1,4,4,58,6,13,14,0,2
2014,1631,42,-1,0,3,4,1,41,12,12,97,1,2
2014,1730,89,-1,0,1,8,4,46,12,7,13,0,2
2014,1970,40,-1,0,5,2,0,25,10,4,97,2,1
2014,1977,40,-1,0,5,2,0,35,18,17,97,0,2
2014,1978,40,-1,0,1,3,2,38,14,12,12,1,2
2014,1979,34,-1,0,2,5,3,53,6,97,97,2,2
2014,2279,40,-1,0,1,2,2,46,9,10,12,4,2
2014,2363,83,-1,0,3,4,2,42,12,14,97,2,1
2014,2415,40,-1,0,1,7,4,58,12,12,16,3,2
2016,72,35,-1,0,3,4,2,57,14,18,97,0,2
2016,115,60,-1,0,1,1,0,32,18,18,12,1,1
2016,199,25,-1,0,5,3,0,22,13,13,97,0,1
2016,211,55,-1,0,3,6,2,37,12,12,97,3,2
2016,328,30,-1,0,5,10,0,21,2,2,97,0,1
2016,342,20,-1,0,1,1,2,34,18,13,16,1,2
2016,434,40,-1,0,1,6,1,44,3,6,6,3,1
2016,493,21,-1,0,5,8,1,37,8,9,97,1,2
2016,542,48,-1,0,1,4,2,58,97,12,12,2,2
2016,689,36,-1,0,1,6,0,48,6,0,18,2,2
2016,926,89,-1,0,1,2,1,30,14,12,13,0,2
2016,1034,40,-1,0,1,7,5,55,98,13,12,0,2
2016,1086,40,-1,0,1,6,3,50,97,8,9,3,2
2016,1106,55,-1,0,1,5,1,65,12,12,12,1,1
2016,1430,35,-1,0,1,3,1,57,12,12,12,1,2
2016,1443,40,-1,0,5,2,0,30,12,12,97,0,2
2016,1465,40,-1,0,5,10,1,31,12,8,97,1,1
2016,1469,40,-1,0,5,3,0,22,12,16,97,2,2
2016,1533,43,-1,0,3,0,0,34,12,12,97,3,1
2016,1545,89,-1,0,5,6,2,33,98,12,97,1,2
2016,1575,45,-1,0,5,1,0,42,17,16,97,0,1
2016,1590,25,-1,0,1,7,7,59,10,14,14,0,2
2016,1675,50,-1,0,3,0,0,39,5,12,97,0,1
2016,1773,40,-1,0,5,3,0,25,12,12,97,3,2
2016,2361,40,-1,0,3,2,3,62,20,14,97,2,2
2016,2573,40,-1,0,5,2,1,33,8,8,97,1,2
2016,2615,40,-1,0,1,3,3,65,12,18,18,2,2
2016,2808,40,-1,0,3,8,4,56,97,98,97,1,2
