UNHAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,BLACK,OTHER_RACE,TRAUMA1,WIDOWED,DIVORCED,SEPARATED,NEVER_MARRIED
0,52,0,19,14,1,0,0,0,0,0,0,0
1,52,4,0,16,0,0,0,0,0,0,0,0
0,52,0,0,17,1,0,0,0,0,0,0,0
0,52,0,11,18,0,0,0,0,0,0,0,0
0,52,2,0,12,0,0,0,1,0,0,0,0
0,52,0,18,13,1,0,0,1,0,0,0,0
0,52,0,18,14,1,0,0,1,0,0,0,0
0,52,1,0,14,1,0,0,1,1,0,0,0
0,52,4,15,16,1,0,0,0,0,1,0,0
0,52,0,13,9,0,0,0,0,0,0,1,0
1,52,0,7,6,0,1,0,1,0,0,1,0
1,51,1,0,9,1,0,0,0,0,0,0,0
0,51,3,15,10,1,0,0,0,0,0,0,0
0,51,4,11,12,1,0,0,0,0,0,0,0
0,51,4,16,12,1,0,0,0,0,0,0,0
0,51,3,20,16,1,0,0,0,0,0,0,0
0,51,2,3,0,0,0,1,0,0,0,0,0
0,51,0,17,12,1,0,0,0,0,0,0,0
0,51,0,19,12,1,0,0,0,0,0,0,0
0,51,0,12.33,12,0,0,0,0,0,0,0,0
0,51,0,1,14,0,0,0,0,0,0,0,0
0,51,3,18,14,0,0,0,0,0,0,0,0
0,51,3,13,15,0,0,0,0,0,0,0,0
0,51,0,8,16,0,0,0,0,0,0,0,0
0,51,0,21,16,1,0,0,0,0,0,0,0
0,51,0,12.33,16,0,0,1,0,0,0,0,0
0,51,4,21,19,1,0,0,0,0,0,0,0
0,51,0,0,8,0,0,0,1,0,0,0,0
0,51,4,12.33,13,1,0,0,1,0,0,0,0
0,51,3,0,12,1,0,0,1,0,0,0,0
1,51,3,7,12,0,1,0,1,1,0,0,0
0,51,4,15,14,0,1,0,0,0,1,0,0
0,51,4,9,12,0,0,0,0,0,1,0,0
0,51,0,11,13,0,0,0,0,0,1,0,0
0,51,0,17,13,0,0,0,1,0,1,0,0
0,51,0,9,6,1,1,0,0,0,1,0,0
1,51,3,12,13,0,1,0,0,0,0,0,1
1,51,3,15,12,1,0,0,1,0,0,0,1
0,50,3,16,12,1,0,0,0,0,0,0,0
0,50,1,19,12,1,0,0,0,0,0,0,0
0,50,3,5,14,0,0,0,0,0,0,0,0
0,50,3,8,16,0,0,0,0,0,0,0,0
0,50,4,14,18,0,0,1,0,0,0,0,0
0,50,3,8,12,0,0,0,0,0,0,0,0
0,50,0,12.33,12,0,0,0,0,0,0,0,0
0,50,0,15,13,0,0,0,0,0,0,0,0
0,50,2,19,13,1,0,0,0,0,0,0,0
1,50,0,18,16,0,0,0,0,0,0,0,0
0,50,4,12.33,17,0,0,0,0,0,0,0,0
0,50,0,12.33,9,0,0,0,1,0,0,0,0
0,50,0,19,14,1,0,0,1,0,0,0,0
0,50,0,9,12,0,0,0,1,0,0,0,0
0,50,3,17,11,1,0,0,0,1,0,0,0
0,50,0,12.33,16,0,0,0,1,1,0,0,0
0,50,4,16,12,0,0,0,0,0,1,0,0
0,50,3,3,12,0,0,0,0,0,1,0,0
1,50,0,5,10,0,0,0,1,0,1,0,0
0,50,2,13,16,0,0,0,0,0,1,0,0
1,50,2,8,13,0,0,0,0,0,0,1,0
1,50,3,21,14,1,0,0,0,0,0,1,0
0,50,4,15,12,1,0,0,0,0,0,0,1
0,50,0,16,15,1,1,0,0,0,0,0,1
1,49,1,6,8,0,0,0,0,0,0,0,0
0,49,4,16,12,1,0,0,0,0,0,0,0
0,49,3,19,13,1,0,0,0,0,0,0,0
0,49,3,12.33,13,0,0,0,0,0,0,0,0
0,49,3,18,15,1,0,0,0,0,0,0,0
0,49,4,12.33,15,0,0,0,0,0,0,0,0
0,49,3,17,17,1,0,0,0,0,0,0,0
0,49,3,12.33,20,0,0,0,0,0,0,0,0
0,49,3,14,9,1,0,0,0,0,0,0,0
0,49,3,0,14,0,0,0,0,0,0,0,0
0,49,4,18,16,1,0,0,0,0,0,0,0
0,49,4,16,18,0,0,0,0,0,0,0,0
0,49,2,0,4,1,0,0,1,0,0,0,0
0,49,4,5,9,0,0,0,1,0,0,0,0
0,49,4,21,14,0,0,0,1,0,0,0,0
0,49,0,14,15,1,0,0,1,0,0,0,0
0,49,0,21,16,1,0,1,1,0,0,0,0
0,49,0,15,16,0,0,1,1,0,0,0,0
0,49,4,15,11,0,1,0,0,1,0,0,0
1,49,4,0,15,0,0,0,0,0,1,0,0
0,49,2,6,16,1,0,0,0,0,1,0,0
0,49,0,17,13,1,0,0,0,0,1,0,0
1,49,0,0,7,1,0,0,1,0,1,0,0
0,49,3,15,12,0,0,0,1,0,1,0,0
0,49,4,16,14,0,0,0,1,0,1,0,0
0,49,0,12,7,1,0,0,1,0,0,1,0
0,49,0,11,14,0,0,0,0,0,0,0,1
0,49,4,17,16,0,0,0,0,0,0,0,1
0,49,4,12.33,20,1,0,0,0,0,0,0,1
0,48,3,10,11,0,0,0,0,0,0,0,0
0,48,4,11,12,0,0,0,0,0,0,0,0
0,48,3,0,8,0,0,0,0,0,0,0,0
0,48,3,15,12,0,0,0,0,0,0,0,0
0,48,3,12.33,12,0,0,0,0,0,0,0,0
0,48,4,16,16,0,0,1,0,0,0,0,0
0,48,0,17,16,1,0,0,0,0,0,0,0
0,48,3,21,16,1,1,0,0,0,0,0,0
0,48,3,0,12,0,0,0,1,0,0,0,0
0,48,0,0,13,0,0,0,1,0,0,0,0
0,48,3,0,16,0,0,0,1,0,0,0,0
1,48,1,0,12,1,0,0,0,1,0,0,0
0,48,0,12,12,0,0,0,1,1,0,0,0
0,48,4,14,12,0,0,0,0,0,1,0,0
0,48,0,13,12,0,0,0,0,0,1,0,0
1,48,0,12.33,14,0,0,0,0,0,1,0,0
0,48,4,15,16,0,0,0,0,0,1,0,0
1,48,0,12.33,10,0,0,0,1,0,0,1,0
0,48,4,12.33,14,1,0,0,0,0,0,0,1
0,48,4,19,16,1,0,0,0,0,0,0,1
0,47,1,0,6,1,0,0,0,0,0,0,0
0,47,2,13,7,1,1,0,0,0,0,0,0
0,47,4,15,12,0,0,0,0,0,0,0,0
0,47,2,18,14,1,1,0,0,0,0,0,0
0,47,4,12.33,18,0,0,0,0,0,0,0,0
0,47,0,15,6,1,0,0,0,0,0,0,0
0,47,0,12,11,0,0,0,0,0,0,0,0
0,47,0,11,12,1,0,0,0,0,0,0,0
0,47,3,11,12,0,0,0,0,0,0,0,0
0,47,0,14,12,0,0,0,0,0,0,0,0
0,47,0,16,12,1,0,0,0,0,0,0,0
0,47,3,16,12,1,0,0,0,0,0,0,0
0,47,4,21,12,1,0,0,0,0,0,0,0
1,47,0,12,13,0,1,0,0,0,0,0,0
0,47,0,18,16,1,0,0,0,0,0,0,0
1,47,0,20,18,1,0,0,0,0,0,0,0
1,47,0,4,19,1,0,0,0,0,0,0,0
0,47,4,21,20,1,0,0,0,0,0,0,0
0,47,1,14,12,1,0,0,1,0,0,0,0
0,47,3,12,13,1,0,0,1,0,0,0,0
0,47,4,11,14,0,0,0,1,0,0,0,0
1,47,0,0,12,0,0,0,1,1,0,0,0
0,47,0,0,13,0,1,0,1,1,0,0,0
0,47,3,0,8,1,0,0,0,0,1,0,0
0,47,1,3,11,0,0,0,0,0,1,0,0
0,47,3,17,14,0,0,0,0,0,1,0,0
0,47,3,11,16,1,0,0,0,0,1,0,0
0,47,3,13,12,1,0,0,0,0,1,0,0
0,47,3,18,14,0,0,0,0,0,1,0,0
0,47,3,16,15,1,0,0,0,0,1,0,0
0,47,3,14,16,0,0,0,0,0,1,0,0
0,47,0,15,12,0,0,0,0,0,1,0,0
0,47,0,18,12,1,0,0,0,0,0,0,1
1,47,0,21,16,1,0,0,0,0,0,0,1
0,47,1,12,13,1,0,0,1,0,0,0,1
0,46.04,3,21,12,0,0,0,0,0,0,0,0
0,46.04,2,0,16,0,0,0,0,1,0,0,0
0,46.04,0,0,20,0,0,0,0,1,0,0,0
0,46.04,2,12.33,10,0,0,0,0,0,0,0,1
0,46.04,4,12.33,18,1,1,0,0,0,0,0,0
0,46,3,0,12,1,0,0,0,0,0,0,0
0,46,3,2,12,0,0,0,0,0,0,0,0
0,46,3,14,14,1,0,0,0,0,0,0,0
0,46,4,15,14,1,0,0,0,0,0,0,0
0,46,3,16,14,1,0,0,0,0,0,0,0
0,46,2,12.33,14,1,0,0,0,0,0,0,0
0,46,3,8,16,0,0,1,0,0,0,0,0
0,46,4,12.33,16,0,1,0,0,0,0,0,0
0,46,4,21,20,1,0,0,0,0,0,0,0
0,46,3,15,12,0,0,0,0,0,0,0,0
0,46,0,18,12,1,0,0,0,0,0,0,0
0,46,4,16,14,0,0,0,0,0,0,0,0
0,46,0,21,18,1,0,0,0,0,0,0,0
0,46,3,21,18,0,0,0,0,0,0,0,0
0,46,3,18,12,1,0,0,1,0,0,0,0
0,46,0,12.33,12,0,0,0,1,0,0,0,0
0,46,0,4,14,0,0,0,1,0,0,0,0
0,46,4,11,14,0,0,0,1,0,0,0,0
1,46,3,9,12,0,1,0,1,0,0,0,0
0,46,0,17,14,1,0,0,1,0,0,0,0
0,46,4,7,11,0,0,0,0,0,1,0,0
0,46,4,18,12,0,0,0,0,0,1,0,0
0,46,3,19,15,1,0,0,0,0,1,0,0
0,46,0,3,12,0,0,0,0,0,1,0,0
1,46,2,14,12,1,0,0,0,0,1,0,0
0,46,3,16,12,0,0,0,0,0,1,0,0
0,46,0,10,13,0,0,0,0,0,1,0,0
0,46,3,19,14,0,0,0,0,0,1,0,0
1,46,0,0,12,0,0,0,1,0,1,0,0
0,46,0,8,12,0,0,0,1,0,1,0,0
0,46,3,19,20,0,0,0,0,0,1,0,0
0,46,3,16,20,0,0,0,0,0,0,0,1
0,45,3,0,12,0,0,0,0,0,0,0,0
0,45,4,16,12,1,0,0,0,0,0,0,0
0,45,4,18,12,1,0,0,0,0,0,0,0
0,45,3,11,13,0,0,0,0,0,0,0,0
0,45,3,15,13,1,0,0,0,0,0,0,0
0,45,3,14,14,0,0,0,0,0,0,0,0
0,45,4,16,14,0,0,0,0,0,0,0,0
0,45,3,20,15,1,0,0,0,0,0,0,0
1,45,3,17,16,1,0,0,0,0,0,0,0
0,45,0,9,12,0,0,0,0,0,0,0,0
0,45,0,10,12,0,0,0,0,0,0,0,0
0,45,2,15,12,1,0,0,0,0,0,0,0
0,45,0,16,12,1,0,0,0,0,0,0,0
0,45,4,17,14,1,1,0,0,0,0,0,0
0,45,4,21,16,0,0,0,0,0,0,0,0
0,45,0,8,18,0,0,0,0,0,0,0,0
0,45,0,21,18,1,0,0,0,0,0,0,0
0,45,2,21,19,1,0,0,0,0,0,0,0
0,45,0,6,16,0,0,0,1,0,0,0,0
0,45,3,16,12,0,0,0,0,0,1,0,0
0,45,3,17,13,1,0,0,0,0,1,0,0
0,45,4,18,13,0,0,0,0,0,1,0,0
0,45,3,12.33,14,0,0,0,0,0,1,0,0
1,45,2,0,10,0,0,0,0,0,1,0,0
0,45,0,18,13,1,0,0,0,0,1,0,0
0,45,0,16,14,0,0,0,0,0,1,0,0
0,45,4,20,16,0,0,1,0,0,1,0,0
0,45,3,18,17,0,0,0,0,0,1,0,0
1,45,2,0,12,1,0,0,1,0,1,0,0
0,45,3,15,15,1,0,0,0,0,0,1,0
1,45,2,0,9,1,1,0,1,0,0,1,0
0,45,4,20,13,0,0,0,0,0,0,0,1
0,45,0,12.33,15,0,0,0,0,0,0,0,1
0,44,2,17,12,1,0,0,0,0,0,0,0
0,44,4,17,13,0,0,0,0,0,0,0,0
0,44,3,16,14,1,0,0,0,0,0,0,0
0,44,3,17,17,1,0,0,0,0,0,0,0
0,44,3,18,18,0,0,0,0,0,0,0,0
0,44,3,0,19,1,0,0,0,0,0,0,0
0,44,4,17,20,1,0,1,0,0,0,0,0
0,44,0,21,12,1,0,0,0,0,0,0,0
0,44,0,11,16,1,0,0,0,0,0,0,0
0,44,0,18,16,1,0,0,0,0,0,0,0
0,44,4,20,16,1,0,0,0,0,0,0,0
0,44,4,18,18,1,1,0,0,0,0,0,0
0,44,3,14,9,1,0,0,1,0,0,0,0
0,44,0,12.33,13,0,0,0,1,0,0,0,0
0,44,0,0,12,0,0,0,1,0,0,0,0
0,44,4,0,12,0,0,0,0,0,1,0,0
0,44,2,0,12,1,0,0,0,0,1,0,0
0,44,3,14,12,0,1,0,0,0,1,0,0
0,44,0,14,12,0,0,0,0,0,1,0,0
0,44,4,17,14,0,0,0,0,0,1,0,0
0,44,3,9,12,0,0,0,1,0,1,0,0
0,44,4,12,13,0,0,0,1,0,1,0,0
1,44,2,5,14,0,1,0,1,0,1,0,0
0,44,0,10,12,0,1,0,1,0,0,1,0
0,44,3,18,16,1,1,0,0,0,0,0,1
0,44,0,12,12,0,1,0,0,0,0,0,1
0,44,0,0,12,1,0,0,1,0,0,0,1
0,44,1,0,16,0,0,0,1,0,0,0,1
0,44,0,13,16,0,0,1,1,0,0,0,1
0,43,2,0,12,0,0,0,0,0,0,0,0
1,43,3,1,12,0,0,0,0,0,0,0,0
0,43,3,12,12,1,0,0,0,0,0,0,0
1,43,3,15,15,0,0,0,0,0,0,0,0
0,43,3,13,16,0,0,0,0,0,0,0,0
0,43,3,15,16,0,0,0,0,0,0,0,0
0,43,4,16,16,1,0,0,0,0,0,0,0
0,43,4,21,16,1,0,0,0,0,0,0,0
0,43,4,16,18,0,0,0,0,0,0,0,0
0,43,3,14,6,1,0,0,0,0,0,0,0
0,43,4,19,11,1,0,0,0,0,0,0,0
0,43,4,15,13,1,1,0,0,0,0,0,0
0,43,2,15,13,1,0,0,0,0,0,0,0
0,43,0,19,14,1,0,0,0,0,0,0,0
0,43,0,12.33,15,0,0,0,0,0,0,0,0
0,43,3,0,16,0,0,0,0,0,0,0,0
0,43,0,9,16,0,0,0,0,0,0,0,0
0,43,0,14,16,1,0,0,0,0,0,0,0
0,43,3,18,16,1,0,0,0,0,0,0,0
0,43,4,16,18,0,0,0,0,0,0,0,0
0,43,0,21,18,1,0,0,0,0,0,0,0
0,43,3,18,12,1,0,0,1,0,0,0,0
0,43,0,17,13,1,0,0,0,0,0,0,0
1,43,2,1,8,1,0,0,0,1,0,0,0
0,43,3,2,12,1,0,0,0,0,1,0,0
0,43,0,21,10,1,0,1,0,0,1,0,0
1,43,2,17,11,1,0,0,0,0,1,0,0
0,43,3,15,12,0,0,1,0,0,1,0,0
1,43,0,16,12,1,0,0,0,0,1,0,0
0,43,2,16,12,0,1,0,0,0,1,0,0
0,43,2,18,16,0,0,0,0,0,1,0,0
1,43,2,6,12,0,0,0,1,0,1,0,0
0,43,3,2,13,0,1,0,1,0,1,0,0
1,43,0,12,13,1,0,0,0,0,1,0,0
0,43,0,12.33,16,0,1,0,0,0,1,0,0
0,43,4,3,16,0,0,0,1,0,0,1,0
0,43,3,15,14,0,1,0,0,0,0,0,1
0,43,3,10,18,0,0,0,0,0,0,0,1
0,43,4,11,17,0,0,0,1,0,0,0,1
1,43,1,0,13.05,0,0,0,0,0,0,0,1
0,42,2,10,12,0,0,0,0,0,0,0,0
0,42,4,14,12,1,0,0,0,0,0,0,0
0,42,4,17,12,1,0,0,0,0,0,0,0
0,42,4,19,14,0,0,0,0,0,0,0,0
0,42,3,16,15,1,0,0,0,0,0,0,0
0,42,3,19,16,1,0,0,0,0,0,0,0
0,42,4,12.33,11,0,0,0,0,0,0,0,0
0,42,0,0,12,0,0,0,0,0,0,0,0
0,42,0,11,12,0,0,1,0,0,0,0,0
0,42,0,12.33,12,1,0,0,0,0,0,0,0
0,42,0,12.33,12,1,0,0,0,0,0,0,0
0,42,0,20,13,1,0,0,0,0,0,0,0
0,42,4,12,14,0,0,0,0,0,0,0,0
0,42,0,15,14,1,0,0,0,0,0,0,0
0,42,0,5,15,0,0,1,0,0,0,0,0
0,42,4,16,17,0,0,0,0,0,0,0,0
0,42,4,11,18,0,1,0,0,0,0,0,0
0,42,0,6,11,1,0,0,1,0,0,0,0
0,42,0,1,12,0,0,0,1,0,0,0,0
0,42,3,2,14,0,0,0,1,0,0,0,0
0,42,0,12,15,1,0,0,1,0,0,0,0
1,42,3,7,10,0,0,0,1,0,0,0,0
1,42,2,0,12,1,0,0,0,0,1,0,0
1,42,4,0,14,1,0,0,0,0,1,0,0
0,42,3,15,13,0,0,0,0,0,1,0,0
0,42,0,13,19,0,0,0,0,0,1,0,0
1,42,2,19,18,0,0,1,1,0,1,0,0
0,42,1,0,9,0,0,0,1,0,1,0,0
0,42,3,16,12,0,0,1,0,0,0,0,1
0,42,0,17,14,1,0,0,0,0,0,0,1
0,42,0,9,17,0,0,0,0,0,0,0,1
0,42,0,15,20,1,0,0,0,0,0,0,1
1,41,3,16,6,1,0,1,0,0,0,0,0
1,41,2,10,11,1,0,1,0,0,0,0,0
0,41,3,11,12,1,0,0,0,0,0,0,0
0,41,3,12,12,1,0,0,0,0,0,0,0
0,41,3,4,13,0,0,0,0,0,0,0,0
0,41,3,0,14,0,0,0,0,0,0,0,0
0,41,3,0,14,0,0,0,0,0,0,0,0
0,41,3,7,14,1,1,0,0,0,0,0,0
0,41,3,12.33,14,1,0,0,0,0,0,0,0
0,41,2,3,15,0,0,1,0,0,0,0,0
0,41,3,17,15,1,1,0,0,0,0,0,0
0,41,4,9,16,1,0,0,0,0,0,0,0
0,41,3,0,12,0,0,1,0,0,0,0,0
0,41,0,11,12,1,1,0,0,0,0,0,0
0,41,2,11,12,1,0,0,0,0,0,0,0
0,41,3,0,14,0,0,0,0,0,0,0,0
0,41,3,19,15,0,0,0,0,0,0,0,0
0,41,0,17,20,0,0,0,0,0,0,0,0
1,41,0,10,12,1,1,0,1,0,0,0,0
0,41,0,17,12,1,0,0,1,0,0,0,0
0,41,4,19,12,1,1,0,1,0,0,0,0
0,41,2,0,13,1,0,0,1,0,0,0,0
0,41,4,12,13,1,1,0,1,0,0,0,0
1,41,0,20,17,0,0,1,1,0,0,0,0
0,41,0,20,19,0,0,0,1,0,0,0,0
0,41,0,18,16,1,0,0,1,0,0,0,0
0,41,2,0,12,0,1,0,0,0,1,0,0
0,41,3,13,12,0,0,0,0,0,1,0,0
0,41,3,17,14,0,0,0,0,0,1,0,0
0,41,4,13,12,0,1,0,0,0,1,0,0
0,41,4,15,16,0,0,0,0,0,1,0,0
0,41,2,20,19,0,0,1,0,0,1,0,0
0,41,3,11,11,0,1,0,1,0,1,0,0
1,41,3,17,11,0,0,0,1,0,1,0,0
0,41,3,8,15,1,1,0,1,0,1,0,0
0,41,3,12,12,1,0,0,0,0,1,0,0
1,41,0,17,17,0,0,0,1,0,0,1,0
1,41,3,0,12,0,1,0,0,0,0,0,1
1,41,2,0,14,0,0,0,1,0,0,0,1
0,40,4,0,12,0,0,0,0,0,0,0,0
0,40,3,7,12,0,0,0,0,0,0,0,0
0,40,4,10,12,1,0,0,0,0,0,0,0
0,40,3,12,12,1,0,0,0,0,0,0,0
0,40,4,18,12,0,1,0,0,0,0,0,0
0,40,3,10,13,1,0,0,0,0,0,0,0
0,40,4,12,16,0,0,0,0,0,0,0,0
0,40,3,11,18,0,0,0,0,0,0,0,0
0,40,3,2,12,0,0,0,0,0,0,0,0
0,40,0,3,12,0,0,0,0,0,0,0,0
0,40,4,10,12,0,0,0,0,0,0,0,0
0,40,0,15,12,1,0,0,0,0,0,0,0
0,40,4,15,12,0,0,0,0,0,0,0,0
0,40,0,18,13,1,0,0,0,0,0,0,0
0,40,0,11,14,0,0,0,0,0,0,0,0
0,40,0,12.33,14,0,0,0,0,0,0,0,0
0,40,0,11,15,1,0,1,0,0,0,0,0
0,40,0,17,15,1,0,0,0,0,0,0,0
0,40,0,12,16,0,0,0,0,0,0,0,0
0,40,4,19,18,1,0,0,0,0,0,0,0
0,40,3,19,18,1,0,0,0,0,0,0,0
0,40,0,21,18,1,0,0,0,0,0,0,0
1,40,0,19,20,1,0,0,0,0,0,0,0
0,40,3,0,12,0,0,0,1,0,0,0,0
0,40,0,7,12,0,0,0,1,0,0,0,0
0,40,4,1,15,0,0,0,1,0,0,0,0
0,40,3,3,17,0,0,0,1,0,0,0,0
0,40,2,21,19,1,0,0,1,0,0,0,0
0,40,4,12.33,15,1,1,0,0,0,1,0,0
0,40,3,12,12,1,0,0,0,0,1,0,0
0,40,3,14,12,0,0,0,0,0,1,0,0
0,40,0,19,18,1,0,0,0,0,1,0,0
0,40,0,4,7,0,0,0,1,0,1,0,0
0,40,3,12,12,0,0,0,0,0,1,0,0
0,40,3,13,12,0,0,0,0,0,1,0,0
0,40,3,0,12,0,1,0,0,0,0,1,0
0,40,2,18,12,1,0,0,0,0,0,0,1
1,40,3,16,16,1,0,0,0,0,0,0,1
0,40,4,16,16,0,1,0,0,0,0,0,1
0,40,0,3,11,0,1,0,1,0,0,0,1
0,39,3,0,12,0,1,0,0,0,0,0,0
0,39,3,6,12,0,0,0,0,0,0,0,0
0,39,3,13,12,1,0,0,0,0,0,0,0
0,39,3,17,12,0,0,0,0,0,0,0,0
0,39,3,9,13,0,0,0,0,0,0,0,0
0,39,4,20,13,1,0,0,0,0,0,0,0
0,39,4,8,14,1,0,0,0,0,0,0,0
0,39,3,13,14,0,0,1,0,0,0,0,0
0,39,3,11,16,0,0,1,0,0,0,0,0
0,39,4,18,16,0,0,0,0,0,0,0,0
0,39,4,0,17,0,0,0,0,0,0,0,0
0,39,4,15,19,0,0,0,0,0,0,0,0
0,39,0,1,12,0,0,0,0,0,0,0,0
0,39,4,3,12,0,0,0,0,0,0,0,0
0,39,4,10,12,1,0,0,0,0,0,0,0
0,39,0,13,12,0,0,0,0,0,0,0,0
0,39,0,13,12,0,0,0,0,0,0,0,0
1,39,0,17,15,0,0,0,0,0,0,0,0
0,39,4,18,15,1,0,0,0,0,0,0,0
0,39,3,0,16,1,0,0,0,0,0,0,0
0,39,4,18,16,1,0,0,0,0,0,0,0
0,39,4,21,17,1,0,0,0,0,0,0,0
0,39,0,12.33,17,1,0,0,0,0,0,0,0
0,39,3,12,10,1,1,0,1,0,0,0,0
0,39,3,15,14,0,0,0,1,0,0,0,0
1,39,2,0,11,0,1,0,1,0,0,0,0
0,39,3,13,12,0,0,0,0,0,1,0,0
0,39,4,16,19,1,1,0,0,0,1,0,0
0,39,3,11,12,0,0,0,0,0,1,0,0
0,39,0,16,12,1,0,0,0,0,1,0,0
0,39,2,17,12,1,0,0,1,0,1,0,0
1,39,0,16,16,1,0,0,1,0,1,0,0
1,39,0,0,11,1,0,0,1,0,1,0,0
0,39,4,10,12,0,1,0,0,0,0,1,0
0,39,3,0,14,0,0,0,1,0,0,1,0
0,39,3,0,8,0,1,0,0,0,0,0,1
0,39,4,12,16,1,0,0,0,0,0,0,1
1,39,3,16,16,0,0,0,0,0,0,0,1
0,39,2,16,18,0,0,0,0,0,0,0,1
0,39,0,13,12,1,0,0,1,0,0,0,1
0,39,0,16,18,1,0,0,1,0,0,0,1
0,38,3,0,12,0,0,0,0,0,0,0,0
0,38,2,3,12,0,0,0,0,0,0,0,0
0,38,3,0,14,0,0,1,0,0,0,0,0
0,38,3,15,16,1,0,0,0,0,0,0,0
0,38,4,21,19,1,0,0,0,0,0,0,0
0,38,3,14,12,1,0,0,0,0,0,0,0
0,38,0,16,12,1,0,0,0,0,0,0,0
0,38,2,4,13,0,0,0,0,0,0,0,0
0,38,0,15,13,0,0,0,0,0,0,0,0
0,38,0,16,13,0,0,0,0,0,0,0,0
0,38,4,11,14,1,0,0,0,0,0,0,0
0,38,0,13,15,0,0,0,0,0,0,0,0
0,38,4,19,16,1,0,0,0,0,0,0,0
0,38,3,21,16,1,0,0,0,0,0,0,0
0,38,3,15,18,0,0,0,0,0,0,0,0
1,38,2,0,12,0,0,0,1,0,0,0,0
0,38,0,2,13,0,0,0,1,0,0,0,0
0,38,3,13,14,0,1,0,1,0,0,0,0
0,38,3,16,15,0,0,0,1,0,0,0,0
0,38,0,12.33,17,0,0,0,1,0,0,0,0
0,38,3,0,16,0,0,1,0,0,0,0,0
0,38,2,0,8,0,0,0,0,1,0,0,0
0,38,2,10,8,1,0,0,0,0,1,0,0
0,38,3,12,10,1,0,0,0,0,1,0,0
0,38,3,6,12,0,0,0,0,0,1,0,0
0,38,4,20,12,1,0,0,0,0,1,0,0
0,38,3,17,14,0,1,0,0,0,1,0,0
0,38,4,13,11,1,0,1,0,0,1,0,0
0,38,0,9,12,0,0,0,0,0,1,0,0
0,38,0,16,14,0,0,0,0,0,1,0,0
0,38,0,17,14,1,0,0,0,0,1,0,0
1,38,0,20,18,1,0,0,0,0,1,0,0
0,38,0,0,12,0,0,0,1,0,1,0,0
1,38,2,9,12,0,0,0,1,0,1,0,0
0,38,0,18,14,0,0,0,1,0,1,0,0
0,38,0,11,11,1,0,0,1,0,1,0,0
0,38,4,12,14,0,0,0,0,0,0,1,0
0,38,0,10,13,1,1,0,0,0,0,1,0
1,38,3,7,10,0,0,0,1,0,0,1,0
0,38,0,15,12,0,1,0,1,0,0,1,0
0,38,0,0,11,0,0,0,0,0,0,0,1
0,38,4,16,12,1,0,0,0,0,0,0,1
0,38,0,17,16,0,0,0,0,0,0,0,1
1,38,0,0,15,1,0,0,1,0,0,0,1
0,37,4,14,12,1,0,0,0,0,0,0,0
0,37,4,9,13,0,0,0,0,0,0,0,0
0,37,2,14,14,1,0,0,0,0,0,0,0
0,37,3,16,14,1,0,0,0,0,0,0,0
0,37,3,16,14,0,0,0,0,0,0,0,0
0,37,4,9,16,0,0,0,0,0,0,0,0
0,37,3,3,17,0,0,0,0,0,0,0,0
0,37,4,14,17,1,0,0,0,0,0,0,0
0,37,3,20,18,1,0,0,0,0,0,0,0
1,37,3,14,10,1,0,0,0,0,0,0,0
1,37,0,0,12,0,0,0,0,0,0,0,0
0,37,0,9,12,0,0,0,0,0,0,0,0
0,37,3,13,12,0,0,0,0,0,0,0,0
0,37,4,19,12,1,0,0,0,0,0,0,0
0,37,0,12,13,1,1,0,0,0,0,0,0
0,37,0,13,13,0,0,0,0,0,0,0,0
0,37,2,18,16,1,0,0,0,0,0,0,0
0,37,0,21,16,0,0,0,0,0,0,0,0
0,37,0,17,17,0,0,0,0,0,0,0,0
0,37,0,0,18,0,0,0,0,0,0,0,0
0,37,4,19,18,0,0,0,0,0,0,0,0
1,37,0,9,19,1,0,0,0,0,0,0,0
0,37,0,4,5,1,0,1,1,0,0,0,0
0,37,4,0,11,0,0,0,1,0,0,0,0
0,37,0,0,12,0,0,0,1,0,0,0,0
0,37,0,2,12,0,0,0,1,0,0,0,0
0,37,3,2,13,0,0,0,0,0,0,0,0
0,37,3,15,12,0,0,0,0,0,1,0,0
0,37,3,14,12,0,0,1,0,0,1,0,0
0,37,3,9,13,0,0,0,0,0,1,0,0
0,37,0,10,15,0,0,0,0,0,1,0,0
1,37,3,8,13,0,0,0,1,0,1,0,0
1,37,1,1,12,0,0,0,0,0,0,1,0
0,37,1,12.33,10,1,0,0,0,0,0,0,1
1,37,2,10,12,1,0,0,0,0,0,0,1
0,37,0,14,18,0,0,0,0,0,0,0,1
1,37,2,10,13,0,0,0,1,0,0,0,1
0,37,0,16,14,1,0,0,1,0,0,0,1
1,36,4,0,12,0,0,0,0,0,0,0,0
0,36,4,0,13,0,0,0,0,0,0,0,0
0,36,4,9,14,0,0,0,0,0,0,0,0
0,36,4,15,14,0,0,0,0,0,0,0,0
0,36,3,21,14,1,0,0,0,0,0,0,0
0,36,3,12.33,16,1,0,0,0,0,0,0,0
0,36,4,16,17,1,0,0,0,0,0,0,0
0,36,0,10,8,1,0,0,0,0,0,0,0
0,36,0,0,10,0,1,0,0,0,0,0,0
0,36,0,16,10,1,0,0,0,0,0,0,0
0,36,0,0,12,0,0,0,0,0,0,0,0
0,36,0,0,12,1,0,0,0,0,0,0,0
